Q2F637	"1433Z_BOMMO"""	"CHOYP_14332.1.2	m.5643"	3293219.556	1726699.5	2716275.545	13976900.44	2243615.1	4909780.357	3073463.222	1943599.9	5308420.417	1708631.273	0.707271369	sp
Q2F637	"1433Z_BOMMO"""	"CHOYP_14332.2.2	m.61737"	81172.33333	101834.6667	2605333.25	143657	94883.2778	883664.4286	47877.6	859956.1429	7453332.5	181803	3.11430649	sp
P92177	"1433E_DROME"""	"CHOYP_1433E.1.2	m.3638"	9599115.391	22026926.25	5985057.944	29630617.52	2209625.5	2888550.125	24439963.26	17286007.32	49787884.24	4732493.542	1.427400749	sp
P92177	"1433E_DROME"""	"CHOYP_1433E.2.2	m.63376"	9599115.391	22026926.25	5985057.944	29630617.52	2209625.5	2888550.125	24439963.26	17286007.32	49787884.24	4732493.542	1.427400749	sp
Q1HR36	"1433Z_AEDAE"""	"CHOYP_1433G.1.2	m.8906"	4875530.333	2873835	4671105.667	20887905.17	3481416.667	5906856.286	4141798.333	2896918.8	6873987.556	271279.25	0.546098216	sp
P68252	"1433G_BOVIN"""	"CHOYP_1433G.2.2	m.63450"	10460977.8	7264823.438	5228882.182	11503021.89	5483118.813	7031340	10340272.32	9302575	27924467.09	12652430.6	1.683768087	sp
Q4R979	"RBM4_MACFA"""	"CHOYP_1433G.2.2	m.63451"	229456.5556	780323.1111	351988.2222	755481.9091	4747114	2972555	112558.8571	362153	3853072.929	878322	1.191466832	sp
Q2F637	"1433Z_BOMMO"""	"CHOYP_1433Z.1.1	m.17045"	148181.6667	115980.5	3138431.571	180230.875	155703.7143	346657.3333	245099.125	126245.5714	2087374.3	337927.4286	0.840786396	sp
Q14738	"2A5D_HUMAN"""	"CHOYP_2A5D.2.3	m.32240"	245588.8	926314	137453.3333	175999.6667	81883.5	326141	92516.5	352734.6	478352.3333	232660.6667	0.945870296	sp
Q14738	"2A5D_HUMAN"""	"CHOYP_2A5D.3.3	m.37716"	3215208.909	414344.9	1231461.375	406817.7778	248851.1429	12436748.27	535174.6667	1152859.833	883051.75	1879546.636	3.061147029	sp
P54612	"2AAA_PIG"""	"CHOYP_2AAA.1.1	m.13306"	8591982.676	8191854.5	8616384.878	8850171.822	1715575.892	1530951.412	7894030.912	6686440.486	32888458.32	8401279.167	1.595985335	sp
P54612	"2AAA_PIG"""	"CHOYP_2AAA.1.1	m.13307"	955709.6667	530822.25	80279.28571	2499368.625	432681.6	118416.8	93958	199966.8	487306.4	589876.8333	0.331089289	sp
Q9WV92	"E41L3_MOUSE"""	"CHOYP_41.1.3	m.15226"	429567.1333	611469.6923	142604.1538	202945.7647	298147.4167	374784.2222	1322468.333	771539.5	822818.25	731124.9412	2.38775668	sp
Q9WV92	"E41L3_MOUSE"""	"CHOYP_41.2.3	m.31169"	429567.1333	611469.6923	142604.1538	202945.7647	298147.4167	374784.2222	1322468.333	771539.5	822818.25	731124.9412	2.38775668	sp
Q9WV92	"E41L3_MOUSE"""	"CHOYP_41.3.3	m.44367"	429567.1333	611469.6923	142604.1538	202945.7647	298147.4167	374784.2222	1322468.333	771539.5	822818.25	731124.9412	2.38775668	sp
Q13541	"4EBP1_HUMAN"""	"CHOYP_4EBP1.1.1	m.12045"	604063.2	644443.4286	2124	1652333.273	1527421.333	1735288.1	992177.5	1408983.167	5571512.8	3639799.182	3.012776552	sp
Q5ZKF6	"5NT3B_CHICK"""	"CHOYP_5NT3.1.1	m.24925"	492057.3333	76886	259904.3333	282709.6667	107549.3333	258699	133411.5	69167.5	536911.6667	224176	1.002673269	sp
